"";"id";"screen name";"text"
"645";"UHJvcG9zYWw6OTcxYmMwZTQtMjZlYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_32450";"Non réponse"
"646";"UHJvcG9zYWw6NmNmYjJmODMtNDhmNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_112741";"pour ceux qui sont un minima tourné ver la culture, et, curieux, alors instaurer des visites culturelles comme nous avons dans nos basiliques, cathédrales... mais que nous n'avons pas en mosquée, église orthodoxe....bien souvent le mepris de l'autre est sa non connaissance"
"647";"UHJvcG9zYWw6OGYyMWY5YTQtMmY4NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_46749";"Que l’État ne s'implique pas du tout dans la vie religieuse."
"648";"UHJvcG9zYWw6NjY1MDBkNzctNDM0MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_83336";"meilleure application des lois et règles existantes."
"649";"UHJvcG9zYWw6NzBlMmMyMmQtM2U3OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_71345";"je sais pas"
"650";"UHJvcG9zYWw6MDZmMWU2NDMtNDdkNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_108477";"Non réponse"
"651";"UHJvcG9zYWw6NDIwMGY5NzYtMjlmYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_38868";"séparation de l'état et la religion"
"652";"UHJvcG9zYWw6NGQ5YWI4MzItMjc5Ni0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_33692";"être solide sur ses principes et ne pas jouer avec l'hystérie identitaire. Avoir confiance dans nos valeurs (universelles, non?) devrait nous permettre d'éviter des absurdités comme empêcher des mamans portant un simple voile d'accompagner les sorties scolaires."
"653";"UHJvcG9zYWw6NDQ2MmY3ZjctNDc1Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_106143";"Non réponse"
"654";"UHJvcG9zYWw6NjU4ZjJmZjgtNDEyNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_77388";"Aucun financement extérieur. Reconnaissance des associations cultuelles qu'après engagement formel de reconnaissance des principes de laïcité."
"655";"UHJvcG9zYWw6ODkyYTQ4NjgtM2NmOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_67329";"Financement identique des lieux religieux soit, pour moi, pas de financement. En tous cas que les règles soient les mêmes pour tous."
"656";"UHJvcG9zYWw6MWZmMWQ4OTYtMWZmMC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_13305";"Non réponse"
"657";"UHJvcG9zYWw6ODM2YjA2OTktMzg1OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_59837";"Non réponse"
"658";"UHJvcG9zYWw6MzE5NmEwNzQtNDUxOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_93752";"Notre état est laïque; la religion dépend de la sphère privée: bien expliquer ces principes de base et ne pas y déroger ( explications à l'école; informations, vérification de la compréhension et recueil d'acceptation pour tout demandeur de nationalité)"
"659";"UHJvcG9zYWw6N2U3MDlmMzItMjI2Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_22727";"Non réponse"
"660";"UHJvcG9zYWw6ZjM5MzI2NjctNDEwYS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_77023";"Ne rien laisser passer sur la démonstration des religions dans l'espace publique. Pas de croix, plus de voile, plus kippa....  On arrête d'être tolérant avec des gens qui jouent avec les limites de laïcité en permanence. Comment est ce possible de voir des femmes en niqab en France? C'est une honte pour notre pays, pour les femmes. J'ai été en Arabie Saoudite, et les occidentaux sont obligés de respecter les coutumes du pays sous risque d'avoir de gros problème. On fait pareil."
"661";"UHJvcG9zYWw6NmYxM2Q4YjgtMjIyZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_21360";"Religions :  1- Interdiction pour tout nouvel édifice religieux d’être plus haut que la mairie de son lieu d’implantation ; 2- Déclarer sa religion dans sa déclaration fiscale: impôt supplémentaire et interdiction d'exercer un rôle politique."
"662";"UHJvcG9zYWw6NGZkMTJhZGYtNDQ0Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_90266";"appliquer strictement la loi existante"
"663";"UHJvcG9zYWw6ZTUzOGJhMTctMjdjOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_34637";"L'état doit assurer la neutralité des religions. Cela veut dire que l'état doit empêcher tout prosélytisme et toute influence venant de l'extérieur"
"664";"UHJvcG9zYWw6ZDBlNDFmNDAtMzUwOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_54194";"La situation actuelle semble satisfaisante."
"665";"UHJvcG9zYWw6N2RhMmE4YjgtMWU1Mi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_2309";"Non réponse"
"666";"UHJvcG9zYWw6MzYyNTc0MjMtMjAwYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14191";"L'école, l'école, l'école, obligatoire pour tous et respectée de tous."
"667";"UHJvcG9zYWw6ZmJjMjRhMTUtMjBjNi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_16941";"aucun signe religieux sur le domaine public"
"668";"UHJvcG9zYWw6NmM3M2NmMGQtMzM5Yi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_52177";"TOUTE LA LOI, RIEN QUE LA LOI de 1905"
"669";"UHJvcG9zYWw6NTIwNmU1OGMtM2I2OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_64530";"Non réponse"
"670";"UHJvcG9zYWw6OWI4MGRmYTAtM2EwMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_62565";"Non réponse"
"671";"UHJvcG9zYWw6MmM5NDFkZDktMjAyNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14816";"Il doit y avoir respect réciproque. Le respect de la République envers les religions c'est de permettre des lieux de prière dignes. Le respect du pratiquant religieux envers la République serait de s'abstenir de toute ostentation..."
"672";"UHJvcG9zYWw6NWU2ZDlkYWUtMjAxYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14539";"Traitement équitable entre les religions :  autoriser et appuyer notamment la construction de mosquée et contrôler leur financement  / s’assurer que les discours des prêtres, rabbin et imam sont en accord avec les valeurs de la république"
"673";"UHJvcG9zYWw6NjJmYWU4ZmItNDc2OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_107025";"Non réponse"
"674";"UHJvcG9zYWw6Njc3NzlkOGItNDY0ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_98689";"Appliquer déjà la loi, rien que la loi. Les élus doivent approcher toutes les religions de la même manière, Ne pas nier les religions non plus, les repas peuvent respecter tout le monde."
"675";"UHJvcG9zYWw6Njg1ZTU4NDQtMWYyYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_8883";"Que l'Etat développe des discussions multilatérales avec toutes les religions et cesse toute discussion bilatérale pour ne pas singulariser l'Islam"
"676";"UHJvcG9zYWw6YjBlMWM2N2UtNDZmMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_102795";"Non réponse"
"677";"UHJvcG9zYWw6NzAyMzQ1NDYtMjIzYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_21622";"Non réponse"
"678";"UHJvcG9zYWw6ZWU5ODg1NGQtMzNiYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_52517";"Non réponse"
"679";"UHJvcG9zYWw6ZDRiYWI2MTQtMjE4Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_19677";"Former plus d'iman comprenant que la loi de l'état passe avant celle de la religion."
"680";"UHJvcG9zYWw6MzI4NDU4OTItNDM4NC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_86507";"infliger de lourdes amendes à ceux qui ne respectent pas le principe de laïcité dans les lieux publics, faire connaitre par voie de presse les abus"
"681";"UHJvcG9zYWw6ZDIxNzNlMWYtMzQ2MC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_53359";"Aborder la laïcité dès l'école maternelle et tout au long de la scolarité"
"682";"UHJvcG9zYWw6OWYzY2JiZWYtMmRlNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_44891";"Non réponse"
"683";"UHJvcG9zYWw6YjMxODc5YWItNDA4ZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_75741";"La loi de 1901 et rien de plus."
"684";"UHJvcG9zYWw6NDQ4MThmY2UtMzJiZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_50726";"Non réponse"
"685";"UHJvcG9zYWw6NzdmYzc3ZGMtMjc5OC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_33737";"Non réponse"
"686";"UHJvcG9zYWw6N2I0YjEwYjMtMjE0YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_18129";"SURTOUT ne pas toucher aux lois de séparation des églises et de l'état (lois 1905) ....ligne rouge à ne pas franchir !!!!!"
"687";"UHJvcG9zYWw6MDc0ZTA2MWEtMWYyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_8479";"Non réponse"
"688";"UHJvcG9zYWw6ZDE3ZmViMWMtMjg5Zi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_36783";"pas de signe extérieurs dans les espaces publics ou au travail"
"689";"UHJvcG9zYWw6M2NjMjRlMjQtNDQxZS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_88942";"Je propose une a la britannique qu'on arret de regarder les vêtements ou les croyances de chacun, que tt le monde puise avoir sa place et qu'on arrêt de ce sentir mal car notre voisin n'a pas fait les mm choix que nous."
"690";"UHJvcG9zYWw6YjRmYzIyNzYtMjAwZi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_14315";"La laïcité n’est pas le problème majeur de la France à mes yeux."
"691";"UHJvcG9zYWw6ODRiYjBhNTgtNDFiZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_78551";"1/ Une application stricte de la loi, actuellement trop souvent contournée, et son renforcement pour supprimer les influences étrangères en France: - le voile intégral est encore impunément porté das certains quartiers - la construction de mosquée et centres islamiques est souvent favorisée par les pouvoirs publics grâce à des baux emphytéotiques, et autres subventions déguisées - les financements étrangers sont monnaie courante dans la construction des mosquées et centres culturels islamiques,   moyennant la nomination de l'imam et la diffusion d'une idéologie - les imams ne sont le plus souvent issus d'aucune formation officielle, et sont souvent en lien avec des Etats étrangers (ex: l'Algérie a envoyé 100 imams durant le ramadan 2018 pour prêcher dans les mosquées françaises.  2/ L'Etat doit promouvoir la culture française à travers l'école, la culture, les médias, afin de la transmettre aux Français de souche comme aux nouveaux arrivants. La laïcité sera vue comme une évidence par ceux qui auront acquis non seulement nos """"valeurs républicaines"""", mais surtout la culture française à travers sa littérature, son Histoire (non dénigrée), ses moeurs..."
"692";"UHJvcG9zYWw6MWNmM2RhZDYtNDYyZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_97937";"que les religions respectent les coutumes de la France"
"693";"UHJvcG9zYWw6NmQ0YjMxYmUtMWVmYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_6837";"financer des campagnes de sensibilisation contre la discrimination religieuse (islamophobie, antisémitisme) pour que chacun ait le droit d'exercer son culte sans être inquiété."
"694";"UHJvcG9zYWw6MDE3YjA1YzQtMmYxMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_46430";"La loi actuelle suffit"
"695";"UHJvcG9zYWw6ZjUyNTcwY2EtMWZiMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_11373";"J'aime le principe de laïcité mais je pense quà trop vouloir s'y conformer nous renions l'identite de notre pays qui est est construite sur la chrétienté.  Sans pour autant l'étaler ne pas renier ou effacer (on ne dit plus vacances de Noël mais vacances de hivers!)  ce qui a fait est fait encore notre pays . Savoir faire cohabiter différentes religions sans renier l essence  qui a forger la terre qui les accueille."
"696";"UHJvcG9zYWw6Nzg1NGI5NGYtMjE3Yi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_19146";"LAICITE POUR TOUS PAS DE PASSE DROIT  APPLIQUER LA 1901 POUR TOUS  REVOIR LA FORMATION ET AGREMENTS DES IMAMS"
"697";"UHJvcG9zYWw6ZDBlN2E0ZjktMjI0MS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_21776";"Il n'y a pas à renforcer des principes qui existent, il suffit de las appliquer : la religion ou l'athéisme dans la sphère privée, dans l'espace public personne n'a à savoir si je suis chrétien , musulman ou scientologue"
"698";"UHJvcG9zYWw6ZDFlYzc5NmUtMzVlMi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_55723";"Interdire toute pratique ou signe religieux en dehors des espaces privés réservés à cet effet. Fini les kippas, les cloches, les tchadors, les redingotes avec bigoudis et chapeaux mous, les voiles intégraux, les croix, les clochettes et autres tenues de carnaval ! La pratique d'une religion est une affaire privée, tout prosélytisme sur la voie publique devrait être proscrit.  Toute tolérance sur ce sujet se transforme toujours en une forme d'accréditation. Je ne perçois aucune différence entre une secte et une religion. Halte à l'obscurantisme."
"699";"UHJvcG9zYWw6NDJjNDFhN2EtMzA3OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_47996";"rien ; la laicité est aujourd'hui trop militante et agressive vis à vis des religions"
"700";"UHJvcG9zYWw6NmExMjU5MjgtNDY5Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_101379";"Etre ferme. Appliquer les lois. Ne pas hésiter à renvoyer dans son pays une personne qui refuserai nos valeurs et qui ferai du prosélitisme. Les religions n'ont rien a dire ni a décider a propos de quoique ce soit dans la gestion d'un état. On a pas à leur demander leur avis.  Pour qui est athée, supporter la religion des autres peut vite devenir insupportable. Malheureusement, la religion musulmane n'est pas une religion sympathique ni ouverte d'esprit. C'est une religion d'interdits, d'intolérences et de violences. J'ai été élevée dans la religion catholique. Ma culture est judéo-chrétienne et j'ai appris, le partage, l'amour du prochain, le pardon, l'espérance ...et j'en passe. Là, je n'en peux plus de vivre entourée de gens qui ne partagent pas cela. S'ils veulent vivre comme au temps du prophète c'est leur problème mais ça ne doit pas devenir celui de la France. La culture islamique n'est pas compatible avec la culture Française ou occidentale. Je ne peux plus supporter une femme ou une fillette voilée. Quelques fois j'ai envie de m'approcher de ces femmes et de leurs dire : """"Eh ! vous êtes en France ici, dans un pays de liberté, enlevez vos voiles d'esclaves, vos voiles de soumissions et ne craignez rien. Soyez libres"""". Et en fait on me traiterait moi d'intolérante et de raciste.... Le monde à l'envers ! Que les musulmans retournent en terre d'islam. Ne régressons pas. En ces temps ou tant d'efforts sont fait pour la parité homme-femme, ne laissons pas une culture et une religion, étrangère à nos valeurs, s'implanter en France, comme en Europe."
"701";"UHJvcG9zYWw6M2Y4OTBiMjAtNDNjYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_86851";"Non réponse"
"702";"UHJvcG9zYWw6ODg3MmY4ZGUtNDk5Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_114719";"je ne vois pas ce qu'on pourrait changer? il n'y a eu de problèmes de laïcité qu'avec le réveil de nos citoyens de confessions musulmanes, mais le problèmes ce n'était pas les musulmans français, c'était les politiques, qui on vu dans cette évolution un danger, alors que la majorité des musulmans veulent vivre leur religion, dans les lois de la république."
"703";"UHJvcG9zYWw6MDg5NzllODUtMWZjYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_12128";"Non réponse"
"704";"UHJvcG9zYWw6NTBhOThiMWItMjBiOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_16617";"la religion est elle aux adultes, ce que le père noël est aux enfants ? n'ayant pas de preuve de l’existence  de dieu , dans le doute je m'accroche à la laïcité et demande aux religieux de vivre leurs croyances en toute discrétion."
"705";"UHJvcG9zYWw6YjVhYjdkOGItM2I5ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_65215";"établir la même règle pour tous"
"706";"UHJvcG9zYWw6ZjBjOTk0YjAtNDI2OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_79845";"Rien"
"707";"UHJvcG9zYWw6NDc3NjJmY2MtMzlmMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_62436";"Non réponse"
"708";"UHJvcG9zYWw6YjE3NDA4YTYtMWU3OS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_4354";"Il ne fait pas oublié que notre pays à une culture laïque certes mais aussi chrétiennes depuis très longtemps . On ne doit pas oublié notre culture sous la raison de la laïcité . Que l'église intervienne pas dans la vie public c'est une bonne chose mais que des maires soit interdit de faire une crèches par exemple cela est inadmissible"
"709";"UHJvcG9zYWw6MDIzZWZmNjEtMjdkNy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_34934";"L séparation de l'état et des églises est un principe intangible. L'état est le garant de la liberté de conscience, il garantit la liberté de pratiquer ou non une religion de croire ou de ne pas croire. Il n'intervient pas ce n'est pas à lui de structurer une religion, il doit veiller à ce que font les religions n'est pas contraires aux valeurs partagées de la République et à loi. L'Etat n'a pas de religion c'est une affaire intime des citoyens et cela doit le rester"
"710";"UHJvcG9zYWw6OTU4MzA3NDItMjExYy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_17913";"Non réponse"
"711";"UHJvcG9zYWw6ZWNkZDUxZmItM2Y3My0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_73611";"Non réponse"
"712";"UHJvcG9zYWw6M2FlNDUyMGMtNDYzMi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_97983";"pas de rép"
"713";"UHJvcG9zYWw6MTU1MTY4NmEtMzViZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_55357";"Non réponse"
"714";"UHJvcG9zYWw6NGM2NzZkZGEtNDM3YS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_86139";"Interdire le port du voile ou tout autre représentation religieuse dans les lieux publiques: garderies, hôpitaux, établissements scolaires, universités, magasins et lieux culturels.  Seuls les gens de foi devraient être habilités à porter les signes distinctifs de la religion dont ils assurent la promotion. Interdire le prosélytisme provocateur, oppressif et envahissant."
"715";"UHJvcG9zYWw6ZTFlZjhjNDgtMWU0Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_1703";"Non réponse"
"716";"UHJvcG9zYWw6ZDVjMDcyM2EtMmRlOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_44911";"Soutenir massivement l'éducation publique pour lui redonner ses lettres de noblesse par rapport à l'école privée Autoriser le port de signes religieux, mais interdire le voile intégral (comme toute forme de dissimulation du visage) et rester très strict sur l'égalité fille/garçons à l'école (notamment pour le sport), ainsi que sur la réalité des avncées de la science. Multiplier les campagnes de démystification du créationnisme et de tous les complotismes."
"717";"UHJvcG9zYWw6M2M0MTMzYmMtMWYzYi0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_9710";"Beaucoup plus d'intransigeance de la part de toutes les structures publiques vis à vis des communautarismes. Renforcer la responsabilité parentale dans le respect de la commaissance et de l'adoption des pratiques françaises. Nous avons trop compté sur l'école, et le constat est que cela ne suffit pas si les enfants en rentrant chez eux ne trouvent pas chez eux le même écho aux exigences françaises de compréhension et d'adhésion aux valeurs."
"718";"UHJvcG9zYWw6MTdiYWQyMzUtNDAyOC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_74918";"Non réponse"
"719";"UHJvcG9zYWw6NGVkNzBhNDktMmE0NS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_39623";"Ne rien laisser passer. La laïcité doit être stricte pour tout le monde"
"720";"UHJvcG9zYWw6N2ExMDc2MGYtM2RkNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_69790";"Respecter la religion de chaque pays et que les autres religions s adaptent quand ils ont fait le choix de vivre dans le pays qui les accueille"
"721";"UHJvcG9zYWw6ZTRmMDBiZTYtM2QwYi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_67644";"L'état ne doit pas se préoccuper de religion. Parler d'islam c'est une erreur profitable uniquement aux fachos et intégristes de tous poils. C'est comme d'associer antisémitisme et antisioniste (il existe de nombreux juifs antisionistes ce qui n'est donc pas équivalent, Israël est un pays colonial, raciste et criticable pour cela, pas pour la religion de ses habitants dont près de la moitié est d'ailleurs musulmans...). La religion doit uniquement faire partie du domaine privé, si les dieux existaient alors où sont passé les Zeus, Athéna, Apollon et Venus? Voire Stercutius dieu des lieux d'aisance? Ne nous reste-t-il que celui sorti de la cuisse de Jupiter?"
"722";"UHJvcG9zYWw6Yjc5ZDNmZmQtNDRkZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_91993";"adapter nos loi laïc avec réciprocité aux pays ressortissants"
"723";"UHJvcG9zYWw6N2ZjOTM4YjctMWYxOC0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_7969";"Référendum d’initiative populaire"
"724";"UHJvcG9zYWw6ZDQwYjFhMGEtMmNhNS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_42830";"Non réponse"
"725";"UHJvcG9zYWw6NTY1ZjgxOWMtNDdmZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_109067";"Non réponse"
"726";"UHJvcG9zYWw6MTY2ZmY5MzctNDM2ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_85461";"Rappeler haut et fort ce qu'est la laïcité, qu'il s'agit d'une séparation des pouvoirs, assorti d'un respect Et faire que les instances religieuses relaient le message, en étant intransigeant sur les manquements à la laïcité"
"727";"UHJvcG9zYWw6NzkxMDM1YmUtMzZlMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_57546";"éducation prioritaire et d'information de la laicité dans les écoles , dans les lieues publiques inciter à la neutralité , pas d' échanges avec des religions avec l'état et de célébrités autres ,ce sont des domaines privés comme de loisirs sportifs et autres , pas d'importance au niveau politique et publique condamnable . pas de subvention d'aides limitées , controler surveiller les sectaires , un cota des lieus de l'offre à la demande , respect des traditions françaises"
"728";"UHJvcG9zYWw6MDBlYWM3YzctMzg1OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_59814";"rester indépendant  Ne pas accepter le voile à l'école et université dans les espaces publiques L espace publique est un lieu de partage , pas de ségrégations  (horaire spécifique etc ) Lieu de culte oui mais"
"729";"UHJvcG9zYWw6ZTAyOTg4MTgtMzk5OS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_61756";"non"
"730";"UHJvcG9zYWw6N2JkZTRjYjYtMjc5Yy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_33820";"Non réponse"
"731";"UHJvcG9zYWw6ODE0N2ZiZTctNDc2NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_106857";"non au communautarisme, oui au respect des religions pacifiques, et oui à les aider à avoir leur place dans la société"
"732";"UHJvcG9zYWw6OGZmODI5ZjctNDM3Ny0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_86001";"Non réponse"
"733";"UHJvcG9zYWw6MWVmZDM1MTQtNDMzMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_82715";"Que l'état s'en mêle le moins possible et que les principes religieux ne soient pas opposables aux lois civiles."
"734";"UHJvcG9zYWw6NWM2MmMwODEtMzY4OC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_56779";"Non réponse"
"735";"UHJvcG9zYWw6NGEyYzQ3OWItNDM0MS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_83333";"Contrôler l'ingérence de certains pays religieux dans le fonctionnement des dispositifs religieux en France."
"736";"UHJvcG9zYWw6MTAwMzhjYTUtNDczNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_105162";"Ne pas déroger aux principes de laïcité quelques soient les pratiques et préceptes des religions"
"737";"UHJvcG9zYWw6MDg1MTkxM2YtMzJhNy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_50566";"Chacun est libre de pratiquer ou pas une religion mais dans sa sphère privée uniquementpersinne ne doit être discriminé par rapport à ses croyances tout en respectant la liberté d'autrui"
"738";"UHJvcG9zYWw6MzI3OTBiNzAtMmZjNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_47282";"Non réponse"
"739";"UHJvcG9zYWw6YjY5ZTI5OTYtNDljMy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_115855";"Non réponse"
"740";"UHJvcG9zYWw6YzQ2ODkxNDktNDM2Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_84972";"Non réponse"
"741";"UHJvcG9zYWw6MjJlZWRkOGUtM2I4Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_64921";"Non réponse"
"742";"UHJvcG9zYWw6ZGE0MGY4NDYtNDhlYS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_112439";"sujet hyper délicat.. on s'en sort pas trop mal. Rappel : nous sommes l'un des Etats les plus laïques au monde ! Un peu de souplesse, mais certains sujets à traiter avec intransigeance."
"743";"UHJvcG9zYWw6NjZhMjA0ZmQtNDljMi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_115812";"Non réponse"
"744";"UHJvcG9zYWw6ZTYzY2Y1OTctMWVlNS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_6045";"Pas d'immigration = pas de probleme de laicite"
"745";"UHJvcG9zYWw6MTRmNzBjZWYtM2VjMC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_72417";"favoriser l'école publique face aux écoles privées (plus d'aides doivent être versées à l'enseignement public que privé). Ce n'est pas souhaitable de poursuivre avec une école """"à deux vitesses"""""
"746";"UHJvcG9zYWw6ZDI3ZjE2YWUtNDU3Yy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_94601";"Interdire tous signes extérieurs religieux dans tous l'espace public"
"747";"UHJvcG9zYWw6Y2M2NjVhZjAtMWU1Ny0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_2617";"OUI  trop immigrations STOP  nos français n'arrivent pas à finir les fin de mois et se faire soigner médicalement car pas possible de se payer une mutuelle. Les IMMIGRES arrivent en france on leur donne LOGEMENT.RSA.CARTE CMU. ETS..... CA  SUFFIT ON EN PEU PLUS"
"748";"UHJvcG9zYWw6MWVjOTY0YzEtMWU2ZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_3846";"Non réponse"
"749";"UHJvcG9zYWw6YTg2ZTgwMmMtNDUwZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_93459";"Expliquer aux enfants les 3 grandes religions"
"750";"UHJvcG9zYWw6NzY3YjJiNDktNDljYy0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_116269";"Non réponse"
"751";"UHJvcG9zYWw6ZTA4ZTlhZGQtNDliOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_115535";"Non réponse"
"752";"UHJvcG9zYWw6YjNiMGY2ZWEtMjhiZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_37192";"laisser les religions et signes religieux dans la sphere privée"
"753";"UHJvcG9zYWw6YTNlZjVjOTAtM2E3Mi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_62929";"Application stricte de la loi de 1905 avec un volet de formation spécifique dans les écoles  et dans le SNU."
"754";"UHJvcG9zYWw6OTQ5NDdkYzAtMjNmZS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx";"user_26699";"Appliquer les textes en vigueur"
"755";"UHJvcG9zYWw6ZGU2YWM1MjktNDBkNC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx";"user_76353";"Non réponse"
